B2Reft2,B3Reft3,B4Reft4,B5Reft5,B6Reft6,B7Reft7,Area,SoilTeam,LandClass,Phosphorus,Potassium,Boron,Calcium,Magnesium,Manganese
0.67,0.67,0.67,0.67,0.67,0.67,Pirgonj,Loam,MEL,0.0558,0.26,0.0003,3.64,2.14,0.0048
0.68,0.68,0.68,0.68,0.68,0.68,Pirgonj,Loam,MEL,0.0103,0.2,0.00028,4.82,2.49,0.0138
0.68,0.68,0.68,0.68,0.68,0.68,Pirgonj,Loam,MEL,0.0064,0.19,0.00028,4.94,2.61,0.0107
0.68,0.68,0.68,0.68,0.68,0.68,Pirgonj,Loam,MEL,0.0068,0.21,0.00024,4.58,2.48,0.0075
0.69,0.69,0.69,0.69,0.69,0.69,Pirgonj,Loam,MEL,0.007,0.21,0.0002,3.89,2.2,0.0088
0.69,0.69,0.69,0.69,0.69,0.69,Pirgonj,Loam,MEL,0.0055,0.25,0.00023,4.81,2.48,0.0112
0.70,0.70,0.70,0.70,0.70,0.70,Pirgonj,Loam,MEL,0.0058,0.37,0.00021,3.86,2.71,0.0116
0.70,0.70,0.70,0.70,0.70,0.70,Pirgonj,Loam,MEL,0.0065,0.24,0.00019,3.74,1.37,0.0118
0.70,0.70,0.70,0.70,0.70,0.70,Pirgonj,Loam,MEL,0.009,0.17,0.00033,2.98,0.46,0.0037
0.71,0.71,0.71,0.71,0.71,0.71,Pirgonj,Loam,MEL,0.0063,0.22,0.00022,3.59,1.75,0.0194
0.71,0.71,0.71,0.71,0.71,0.71,Pirgonj,Loam,MEL,0.0054,0.26,0.00028,3.49,0.63,0.0143
0.72,0.72,0.72,0.72,0.72,0.72,Pirgonj,Loam,MEL,0.0231,0.43,0.00025,2.91,1.16,0.0155
0.72,0.72,0.72,0.72,0.72,0.72,Pirgonj,Loam,MEL,0.0098,0.34,0.00037,2.73,1.01,0.0077
0.73,0.73,0.73,0.73,0.73,0.73,Pirgonj,Loam,MEL,0.0098,0.28,0.00028,3.09,1.76,0.014
0.73,0.73,0.73,0.73,0.73,0.73,Pirgonj,Loam,MEL,0.0074,0.26,0.00024,3.3,0.88,0.0196
0.73,0.73,0.73,0.73,0.73,0.73,Pirgonj,Loam,MEL,0.008,0.22,0.00042,3.37,1.6,0.0059
0.74,0.74,0.74,0.74,0.74,0.74,Pirgonj,Loam,MEL,0.0171,0.35,0.00033,3.78,1.28,0.0216
0.74,0.74,0.74,0.74,0.74,0.74,Pirgonj,Loam,MEL,0.0095,0.38,0.00036,4.1,1.6,0.0105
0.75,0.75,0.75,0.75,0.75,0.75,Pirgonj,Loam,MEL,0.0064,0.31,0.00029,4.59,1.98,0.0345
0.75,0.75,0.75,0.75,0.75,0.75,Pirgonj,Loam,MEL,0.0071,0.26,0.0002,2.69,1.19,0.0127
0.76,0.76,0.76,0.76,0.76,0.76,Pirgonj,Loam,MEL,0.0062,0.28,0.00022,4.22,2.2,0.0104
0.76,0.76,0.76,0.76,0.76,0.76,Pirgonj,Loam,HL,0.0064,0.3,0.00027,3.04,1.39,0.0187
0.76,0.76,0.76,0.76,0.76,0.76,Pirgonj,Loam,HL,0.0282,0.5,0.00029,3.11,1.5,0.018
0.77,0.77,0.77,0.77,0.77,0.77,Pirgonj,Loam,HL,0.0107,0.36,0.0003,3.76,1.48,0.0292
0.77,0.77,0.77,0.77,0.77,0.77,Pirgonj,Loam,HL,0.0069,0.37,0.00032,4.18,1.83,0.0283
0.78,0.78,0.78,0.78,0.78,0.78,Pirgonj,Loam,MEL,0.0102,0.25,0.00037,3.19,0.63,0.009
0.78,0.78,0.78,0.78,0.78,0.78,Pirgonj,Loam,MEL,0.0034,0.26,0.00031,3.12,1.14,0.0237
0.78,0.78,0.78,0.78,0.78,0.78,Pirgonj,Loam,MEL,0.0089,0.29,0.00032,3.16,0.94,0.0133
0.79,0.79,0.79,0.79,0.79,0.79,Pirgonj,Loam,MEL,0.0191,0.45,0.00039,3.25,0.8,0.0117
0.79,0.79,0.79,0.79,0.79,0.79,Pirgonj,Loam,MEL,0.0192,0.44,0.00037,3.97,1.52,0.0115
0.80,0.80,0.80,0.80,0.80,0.80,Pirgonj,Loam,MEL,0.0094,0.24,0.00028,2.95,1.58,0.0145
0.80,0.80,0.80,0.80,0.80,0.80,Pirgonj,Loam,MEL,0.0079,0.42,0.00033,3.04,1.07,0.0134
0.81,0.81,0.81,0.81,0.81,0.81,Pirgonj,Loam,MEL,0.0073,0.27,0.00035,3,0.77,0.0071
0.81,0.81,0.81,0.81,0.81,0.81,Pirgonj,Loam,MEL,0.0076,0.22,0.0003,3.93,1.34,0.0299
0.81,0.81,0.81,0.81,0.81,0.81,Pirgonj,Loam,MEL,0.0042,0.18,0.00029,4.52,1.73,0.0309
0.82,0.82,0.82,0.82,0.82,0.82,Pirgonj,Loam,HL,0.0091,0.36,0.00032,3.8,1.47,0.0109
0.82,0.82,0.82,0.82,0.82,0.82,Pirgonj,Loam,MEL,0.0122,0.48,0.00034,3.9,1.88,0.0232
0.83,0.83,0.83,0.83,0.83,0.83,Pirgonj,Loam,MEL,0.0062,0.29,0.00034,3.41,0.7,0.0074
0.83,0.83,0.83,0.83,0.83,0.83,Pirgonj,Loam,MEL,0.0153,0.4,0.00035,3.77,1.08,0.0084
0.84,0.84,0.84,0.84,0.84,0.84,Pirgonj,Loam,MEL,0.011,0.55,0.00031,3.88,1.76,0.0459
0.84,0.84,0.84,0.84,0.84,0.84,Pirgonj,Loam,MEL,0.0074,0.3,0.00025,4.47,1.44,0.0029
0.84,0.84,0.84,0.84,0.84,0.84,Pirgonj,Loam,MEL,0.0079,0.25,0.00029,3.25,0.42,0.0114
0.85,0.85,0.85,0.85,0.85,0.85,Pirgonj,Loam,MEL,0.005,0.18,0.0003,3.32,0.53,0.0078
0.85,0.85,0.85,0.85,0.85,0.85,Pirgonj,Loam,MEL,0.0053,0.2,0.00027,3.83,1,0.0285
0.86,0.86,0.86,0.86,0.86,0.86,Pirgonj,Loam,MEL,0.026,0.38,0.00031,4.04,1.29,0.021
0.86,0.86,0.86,0.86,0.86,0.86,Pirgonj,Loam,MEL,0.0082,0.3,0.00035,3.77,1.6,0.0046
0.86,0.86,0.86,0.86,0.86,0.86,Pirgonj,Loam,MEL,0.0161,0.23,0.00039,3.88,0.73,0.013
0.87,0.87,0.87,0.87,0.87,0.87,Pirgonj,Loam,MEL,0.0089,0.3,0.00034,3.59,1.1,0.0065
0.87,0.87,0.87,0.87,0.87,0.87,Pirgonj,Loam,MEL,0.0226,0.29,0.00039,3.56,1.28,0.0321
0.88,0.88,0.88,0.88,0.88,0.88,Pirgonj,Loam,MEL,0.0045,0.33,0.00042,5.83,3.26,0.0293
0.88,0.88,0.88,0.88,0.88,0.88,Pirgonj,Loam,MEL,0.0043,0.42,0.00031,6.23,2.89,0.0208
0.89,0.89,0.89,0.89,0.89,0.89,Pirgonj,Loam,MEL,0.0108,0.41,0.00033,4.52,2.74,0.0367
0.89,0.89,0.89,0.89,0.89,0.89,Pirgonj,Loam,MEL,0.0058,0.43,0.00032,5.57,2.37,0.0181
0.89,0.89,0.89,0.89,0.89,0.89,Pirgonj,Loam,MEL,0.0279,0.36,0.00032,2.66,0.75,0.0062
0.90,0.90,0.90,0.90,0.90,0.90,Pirgonj,Loam,MEL,0.0088,0.34,0.0003,3.18,1.24,0.0054
0.90,0.90,0.90,0.90,0.90,0.90,Pirgonj,Loam,MEL,0.0063,0.2,0.0003,3.66,2.04,0.0132
0.91,0.91,0.91,0.91,0.91,0.91,Pirgonj,Loam,MEL,0.0056,0.18,0.0002,4.01,1.8,0.0095
0.91,0.91,0.91,0.91,0.91,0.91,Pirgonj,Loam,MEL,0.006,0.28,0.00024,3.23,0.98,0.027
0.92,0.92,0.92,0.92,0.92,0.92,Pirgonj,Loam,MEL,0.0081,0.33,0.00023,3.27,1.39,0.0174
0.92,0.92,0.92,0.92,0.92,0.92,Pirgonj,Loam,MEL,0.0042,0.24,0.00026,3.14,1.54,0.0073
0.92,0.92,0.92,0.92,0.92,0.92,Pirgonj,Loam,MEL,0.0087,0.23,0.00033,4.02,1.66,0.0236
0.93,0.93,0.93,0.93,0.93,0.93,Pirgonj,Loam,MEL,0.0045,0.21,0.00021,4.36,1.93,0.0131
0.93,0.93,0.93,0.93,0.93,0.93,Pirgonj,Loam,MEL,0.0231,0.3,0.00028,4.49,1.83,0.0187
0.94,0.94,0.94,0.94,0.94,0.94,Pirgonj,Loam,MEL,0.046,0.32,0.00022,3.35,2.16,0.0057
0.94,0.94,0.94,0.94,0.94,0.94,Pirgonj,Loam,MEL,0.0134,0.35,0.00022,2.37,1.25,0.0192
0.95,0.95,0.95,0.95,0.95,0.95,Pirgonj,Loam,MEL,0.0103,0.29,0.00018,3.99,1.79,0.0179
0.95,0.95,0.95,0.95,0.95,0.95,Pirgonj,Loam,MEL,0.0084,0.34,0.00031,2.45,1.73,0.0071
0.95,0.95,0.95,0.95,0.95,0.95,Pirgonj,Loam,MEL,0.0059,0.28,0.00024,1.86,1.94,0.0324
0.96,0.96,0.96,0.96,0.96,0.96,Pirgonj,Loam,MEL,0.0072,0.27,0.00022,1.96,2,0.0055
0.96,0.96,0.96,0.96,0.96,0.96,Pirgonj,Loam,MLL,0.004,0.22,0.00029,1.28,2.64,0.0199
0.97,0.97,0.97,0.97,0.97,0.97,Pirgonj,Loam,MLL,0.0076,0.32,0.00033,4.63,1.94,0.0097
0.97,0.97,0.97,0.97,0.97,0.97,Pirgonj,Loam,MLL,0.0046,0.28,0.00035,3.91,1.79,0.0086
0.97,0.97,0.97,0.97,0.97,0.97,Pirgonj,Loam,MLL,0.0051,0.2,0.00036,2.78,1.68,0.0089
0.98,0.98,0.98,0.98,0.98,0.98,Pirgonj,Loam,MLL,0.0073,0.29,0.00031,2.38,1.16,0.0041
0.98,0.98,0.98,0.98,0.98,0.98,Pirgonj,Loam,MLL,0.003,0.53,0.00026,5.12,3.22,0.0617
0.99,0.99,0.99,0.99,0.99,0.99,Pirgonj,Loam,MLL,0.0036,0.57,0.00031,7.72,3.51,0.0235
0.99,0.99,0.99,0.99,0.99,0.99,Pirgonj,Loam,MLL,0.0049,0.37,0.00029,2.39,2.7,0.0106
1.00,1.00,1.00,1.00,1.00,1.00,Pirgonj,Loam,MLL,0.0048,0.49,0.00025,5.82,3.83,0.0593
0.00,0.00,0.00,0.00,0.00,0.00,Pirgacha,Loam,HL,0.00095,0.32,0.00023,2.01,0.51,0.0301
0.01,0.01,0.01,0.01,0.01,0.01,Pirgacha,Loam,HL,0.000395,0.28,0.00021,2.36,0.37,0.032
0.01,0.01,0.01,0.01,0.01,0.01,Pirgacha,Loam,HL,0.000464,0.3,0.00043,3.48,0.45,0.0369
0.02,0.02,0.02,0.02,0.02,0.02,Pirgacha,Loam,HL,0.000629,0.44,0.00031,1.25,0.32,0.013
0.03,0.03,0.03,0.03,0.03,0.03,Pirgacha,Loam,HL,0.000183,0.52,0.00032,2.54,0.52,0.0329
0.03,0.03,0.03,0.03,0.03,0.03,Pirgacha,Loam,HL,0.000852,0.3,0.00031,3.93,0.49,0.0248
0.04,0.04,0.04,0.04,0.04,0.04,Pirgacha,Loam,HL,0.0001684,0.23,0.0002,1.57,0.37,0.0221
0.05,0.05,0.05,0.05,0.05,0.05,Pirgacha,Loam,HL,0.000503,0.31,0.00023,3,1.02,0.0461
0.05,0.05,0.05,0.05,0.05,0.05,Pirgacha,Loam,HL,0.000408,0.22,0.00027,1.97,0.31,0.0156
0.06,0.06,0.06,0.06,0.06,0.06,Pirgacha,Loam,HL,0.000588,0.33,0.00025,3.67,1.1,0.0886
0.07,0.07,0.07,0.07,0.07,0.07,Pirgacha,Loam,HL,0.0006,0.07,0.00025,3.95,1.35,0.0537
0.07,0.07,0.07,0.07,0.07,0.07,Pirgacha,Loam,HL,0.000776,0.28,0.0003,5.24,1.42,0.0463
0.08,0.08,0.08,0.08,0.08,0.08,Pirgacha,Loam,HL,0.000472,0.61,0.00034,3.37,0.95,0.0529
0.09,0.09,0.09,0.09,0.09,0.09,Pirgacha,Loam,HL,0.000728,0.16,0.00023,3.18,1.26,0.000846
0.09,0.09,0.09,0.09,0.09,0.09,Pirgacha,Loam,HL,0.000226,0.21,0.00036,4.22,1.51,0.000414
0.10,0.10,0.10,0.10,0.10,0.10,Pirgacha,Loam,HL,0.000473,0.21,0.0002,4.62,1.82,0.00084
0.11,0.11,0.11,0.11,0.11,0.11,Pirgacha,Loam,HL,0.000277,0.2,0.0003,3.18,1.06,0.000176
0.11,0.11,0.11,0.11,0.11,0.11,Pirgacha,Loam,HL,0.000219,0.27,0.00032,3.37,0.93,0.000305
0.12,0.12,0.12,0.12,0.12,0.12,Pirgacha,Loam,HL,0.000129,0.11,0.00022,1.82,0.42,0.00092
0.13,0.13,0.13,0.13,0.13,0.13,Pirgacha,Loam,HL,0.000143,0.09,0.00028,3.16,0.88,0.000174
0.13,0.13,0.13,0.13,0.13,0.13,Pirgacha,Loam,HL,0.000462,0.11,0.0004,2.48,0.58,0.000193
0.14,0.14,0.14,0.14,0.14,0.14,Pirgacha,Loam,HL,0.000228,0.25,0.0003,2.87,0.61,0.000401
0.15,0.15,0.15,0.15,0.15,0.15,Pirgacha,Loam,HL,0.000365,0.21,0.0003,2.27,0.49,0.000102
0.15,0.15,0.15,0.15,0.15,0.15,Pirgacha,Loam,HL,0.000104,0.4,0.00032,4.53,1.39,0.000383
0.16,0.16,0.16,0.16,0.16,0.16,Pirgacha,Loam,HL,0.00068,0.1,0.00026,2.99,0.89,0.000446
0.17,0.17,0.17,0.17,0.17,0.17,Pirgacha,Loam,HL,0.000258,0.34,0.00032,4.7,1.13,0.000368
0.17,0.17,0.17,0.17,0.17,0.17,Pirgacha,Loam,HL,0.000212,0.15,0.00026,2.29,0.59,0.000121
0.18,0.18,0.18,0.18,0.18,0.18,Pirgacha,Loam,HL,0.000187,0.14,0.00032,2.42,0.55,0.000163
0.19,0.19,0.19,0.19,0.19,0.19,Pirgacha,Loam,HL,0.00065,0.12,0.00031,3.41,0.96,0.000351
0.19,0.19,0.19,0.19,0.19,0.19,Pirgacha,Loam,HL,0.00063,0.07,0.0003,2.87,0.62,0.000115
0.20,0.20,0.20,0.20,0.20,0.20,Pirgacha,Loam,HL,0.000321,0.67,0.00032,2.25,0.64,0.000121
0.21,0.21,0.21,0.21,0.21,0.21,Pirgacha,Loam,HL,0.000325,0.13,0.00023,5.64,1.69,0.00056
0.21,0.21,0.21,0.21,0.21,0.21,Pirgacha,Loam,HL,0.00089,0.1,0.00026,2.74,0.88,0.000534
0.22,0.22,0.22,0.22,0.22,0.22,Pirgacha,Loam,HL,0.00038,0.09,0.0002,3.2,1.06,0.000148
0.23,0.23,0.23,0.23,0.23,0.23,Pirgacha,Loam,HL,0.000175,0.39,0.00032,3.53,0.81,0.000568
0.23,0.23,0.23,0.23,0.23,0.23,Pirgacha,Loam,HL,0.00014,0.15,0.00025,2.09,0.46,0.00089
0.24,0.24,0.24,0.24,0.24,0.24,Pirgacha,Loam,HL,0.000112,0.19,0.0003,2.1,0.45,0.000147
0.25,0.25,0.25,0.25,0.25,0.25,Pirgacha,Loam,HL,0.000779,1.01,0.00032,3.51,0.88,0.0004
0.25,0.25,0.25,0.25,0.25,0.25,Pirgacha,Loam,HL,0.000101,0.12,0.00021,3.46,1.38,0.000533
0.26,0.26,0.26,0.26,0.26,0.26,Pirgacha,Loam,HL,0.000141,0.11,0.00035,3.69,1.31,0.000403
0.27,0.27,0.27,0.27,0.27,0.27,Pirgacha,Loam,HL,0.000322,0.99,0.00034,2.33,0.64,0.000533
0.27,0.27,0.27,0.27,0.27,0.27,Pirgacha,Loam,HL,0.224,0.22,0.0003,1.66,0.49,0.000113
0.28,0.28,0.28,0.28,0.28,0.28,Pirgacha,Loam,HL,0.00016,0.75,0.0003,2.61,0.78,0.000497
0.29,0.29,0.29,0.29,0.29,0.29,Pirgacha,Loam,HL,0.000594,0.18,0.00044,4.25,1.75,0.00052
0.29,0.29,0.29,0.29,0.29,0.29,Pirgacha,Loam,HL,0.000933,0.38,0.0003,4.57,1.32,0.00028
0.30,0.30,0.30,0.30,0.30,0.30,Pirgacha,Loam,HL,0.000265,0.14,0.00024,3.04,0.78,0.00031
0.31,0.31,0.31,0.31,0.31,0.31,Pirgacha,Loam,HL,0.000171,0.14,0.00031,3.66,1.2,0.000396
0.31,0.31,0.31,0.31,0.31,0.31,Pirgacha,Loam,HL,0.00044,0.09,0.0002,1.31,0.36,0.000148
0.32,0.32,0.32,0.32,0.32,0.32,Pirgacha,Loam,HL,0.000274,0.12,0.00028,2.57,0.48,0.000171
0.33,0.33,0.33,0.33,0.33,0.33,Pirgacha,Loam,HL,0.00011,0.33,0.0002,1.47,0.35,0.000183
0.33,0.33,0.33,0.33,0.33,0.33,Pirgacha,Loam,HL,0.000268,0.2,0.00055,0.5,0.24,0.000139
0.34,0.34,0.34,0.34,0.34,0.34,Pirgacha,Loam,HL,0.00096,0.1,0.00025,3.56,1.32,0.000214
0.35,0.35,0.35,0.35,0.35,0.35,Pirgacha,Loam,HL,0.00031,0.17,0.00024,1.98,0.63,0.000178
0.35,0.35,0.35,0.35,0.35,0.35,Pirgacha,Loam,HL,0.0002,0.15,0.00021,1.94,0.58,0.00057
0.36,0.36,0.36,0.36,0.36,0.36,Pirgacha,Loam,HL,0.000978,0.11,0.0003,1.23,0.32,0.0001
0.37,0.37,0.37,0.37,0.37,0.37,Pirgacha,Loam,HL,0.00046,0.12,0.00028,3.66,1.02,0.000264
0.37,0.37,0.37,0.37,0.37,0.37,Pirgacha,Loam,HL,0.000158,0.15,0.00043,4.37,1.332,0.00032
0.38,0.38,0.38,0.38,0.38,0.38,Pirgacha,Loam,HL,0.00079,0.15,0.0003,2.79,0.79,0.000212
0.39,0.39,0.39,0.39,0.39,0.39,Pirgacha,Loam,HL,0.000136,0.16,0.00031,3.28,0.9,0.000522
0.39,0.39,0.39,0.39,0.39,0.39,Pirgacha,Loam,HL,0.00088,0.19,0.00026,1.9,0.47,0.00078
0.40,0.40,0.40,0.40,0.40,0.40,Pirgacha,Loam,HL,0.000887,0.07,0.00021,1.25,0.27,0.00058
0.41,0.41,0.41,0.41,0.41,0.41,Pirgacha,Loam,HL,0.000183,0.12,0.0002,1.22,0.41,0.000161
0.41,0.41,0.41,0.41,0.41,0.41,Pirgacha,Loam,HL,0.000345,0.16,0.0002,1.97,0.25,0.000121
0.42,0.42,0.42,0.42,0.42,0.42,Pirgacha,Loam,HL,0.0007,0.12,0.00027,2.93,0.88,0.000239
0.43,0.43,0.43,0.43,0.43,0.43,Pirgacha,Loam,HL,0.000325,0.13,0.00023,5.6,1.69,0.00056
0.43,0.43,0.43,0.43,0.43,0.43,Pirgacha,Loam,HL,0.00089,0.1,0.00026,2.78,0.88,0.000534
0.44,0.44,0.44,0.44,0.44,0.44,Pirgacha,Loam,HL,0.00038,0.09,0.0002,3.2,1.06,0.000148
0.45,0.45,0.45,0.45,0.45,0.45,Pirgacha,Loam,HL,0.000175,0.39,0.00032,3.53,0.81,0.000568
0.45,0.45,0.45,0.45,0.45,0.45,Pirgacha,Loam,HL,0.00014,0.15,0.00025,2.09,0.46,0.00089
0.46,0.46,0.46,0.46,0.46,0.46,Pirgacha,Loam,MEL,0.000112,0.19,0.0003,2.1,0.45,0.000147
0.47,0.47,0.47,0.47,0.47,0.47,Pirgacha,Loam,HL,0.000779,1.01,0.00032,3.15,0.88,0.0004
0.47,0.47,0.47,0.47,0.47,0.47,Pirgacha,Loam,HL,0.000101,0.12,0.00021,3.46,1.38,0.000533
0.48,0.48,0.48,0.48,0.48,0.48,Pirgacha,Loam,HL,0.000141,0.11,0.00035,3.69,1.31,0.000403
0.49,0.49,0.49,0.49,0.49,0.49,Pirgacha,Loam,MEL,0.000322,0.99,0.00034,2.33,0.64,0.000533
0.49,0.49,0.49,0.49,0.49,0.49,Pirgacha,Loam,MEL,0.000228,0.22,0.0003,1.66,0.49,0.000113
0.50,0.50,0.50,0.50,0.50,0.50,Pirgacha,Loam,MEL,0.00016,0.12,0.0003,2.61,0.78,0.000497
0.51,0.51,0.51,0.51,0.51,0.51,Pirgacha,Loam,MEL,0.00059,0.75,0.00044,4.25,1.75,0.00052
0.51,0.51,0.51,0.51,0.51,0.51,Pirgacha,Loam,MEL,0.000594,0.18,0.0003,4.57,1.32,0.000243
0.52,0.52,0.52,0.52,0.52,0.52,Pirgacha,Loam,MEL,0.000933,0.38,0.00024,3.04,0.78,0.000318
0.53,0.53,0.53,0.53,0.53,0.53,Pirgacha,Loam,MEL,0.000265,0.14,0.00031,3.66,1.2,0.000396
0.53,0.53,0.53,0.53,0.53,0.53,Pirgacha,Loam,MEL,0.000171,0.14,0.0002,1.31,0.36,0.000148
0.54,0.54,0.54,0.54,0.54,0.54,Pirgacha,Loam,MEL,0.00044,0.09,0.00035,3.69,1.31,0.000403
0.55,0.55,0.55,0.55,0.55,0.55,Pirgacha,Loam,MEL,0.0000274,0.12,0.00028,2.57,0.48,0.000171
0.55,0.55,0.55,0.55,0.55,0.55,Pirgacha,Loam,MEL,0.00011,0.33,0.0002,1.47,0.35,0.000183
0.56,0.56,0.56,0.56,0.56,0.56,Pirgacha,Loam,MEL,0.000268,0.2,0.00055,0.5,0.24,0.000139
0.57,0.57,0.57,0.57,0.57,0.57,Pirgacha,Loam,MEL,0.00096,0.16,0.00025,3.56,1.32,0.000214
0.57,0.57,0.57,0.57,0.57,0.57,Pirgacha,Loam,MEL,0.00061,0.17,0.00024,1.98,0.63,0.000178
0.58,0.58,0.58,0.58,0.58,0.58,Pirgacha,Loam,MEL,0.0002,0.15,0.00021,1.94,0.58,0.00057
0.59,0.59,0.59,0.59,0.59,0.59,Pirgacha,Loam,MEL,0.000978,0.11,0.0003,1.23,0.32,0.0001
0.59,0.59,0.59,0.59,0.59,0.59,Pirgacha,Loam,MEL,0.00046,0.12,0.00028,3.66,1.02,0.000264
0.60,0.60,0.60,0.60,0.60,0.60,Pirgacha,Loam,MEL,0.000158,0.15,0.00043,4.37,1.32,0.00032
0.61,0.61,0.61,0.61,0.61,0.61,Pirgacha,Loam,MEL,0.00079,0.16,0.0003,2.79,0.79,0.000212
0.61,0.61,0.61,0.61,0.61,0.61,Pirgacha,Loam,MEL,0.000136,0.19,0.00031,3.24,0.9,0.000522
0.62,0.62,0.62,0.62,0.62,0.62,Pirgacha,Loam,MEL,0.00088,0.07,0.00026,1.9,0.47,0.00074
0.63,0.63,0.63,0.63,0.63,0.63,Pirgacha,Loam,MEL,0.000887,0.12,0.0002,1.25,0.27,0.00054
0.63,0.63,0.63,0.63,0.63,0.63,Pirgacha,Loam,MEL,0.000345,0.16,0.0002,1.22,0.41,0.00058
0.64,0.64,0.64,0.64,0.64,0.64,Pirgacha,Loam,MEL,0.0007,0.12,0.00027,1.97,0.25,0.000161
0.65,0.65,0.65,0.65,0.65,0.65,Pirgacha,Loam,MEL,0.00045,0.08,0.0002,1.48,0.88,0.0000121
0.65,0.65,0.65,0.65,0.65,0.65,Pirgacha,Loam,MEL,0.00056,0.6,0.00022,2.84,1.69,0.000239
0.66,0.66,0.66,0.66,0.66,0.66,Pirgacha,Loam,MEL,0.000785,0.36,0.0003,4.97,1.55,0.000177
0.67,0.67,0.67,0.67,0.67,0.67,Pirgacha,Loam,MEL,0.00084,0.08,0.00021,4.44,0.65,0.000234
0.67,0.67,0.67,0.67,0.67,0.67,Pirgacha,Loam,MEL,0.000449,0.15,0.0003,2.61,0.75,0.000162
0.68,0.68,0.68,0.68,0.68,0.68,Pirgacha,Loam,MEL,0.000842,0.26,0.00028,3.03,2.01,0.000168
0.69,0.69,0.69,0.69,0.69,0.69,Pirgacha,Loam,MEL,0.000219,0.22,0.00021,4.76,0.78,0.000708
0.69,0.69,0.69,0.69,0.69,0.69,Pirgacha,Loam,MEL,0.000378,0.27,0.00031,2.82,0.77,0.000522
0.70,0.70,0.70,0.70,0.70,0.70,Pirgacha,Loam,MEL,0.000143,0.34,0.0026,2.67,0.46,0.000349
0.71,0.71,0.71,0.71,0.71,0.71,Pirgacha,Loam,MEL,0.00037,0.28,0.0003,1.86,0.52,0.000309
0.71,0.71,0.71,0.71,0.71,0.71,Pirgacha,Loam,MEL,0.000219,0.22,0.0002,3.15,0.98,0.000156
0.72,0.72,0.72,0.72,0.72,0.72,Pirgacha,Loam,MEL,0.00024,0.25,0.00031,3.72,0.88,0.000252
0.73,0.73,0.73,0.73,0.73,0.73,Pirgacha,Loam,MEL,0.000143,0.23,0.0003,4.09,1.02,0.000375
0.73,0.73,0.73,0.73,0.73,0.73,Pirgacha,Loam,MLL,0.00077,0.22,0.00025,2.84,0.88,0.000483
0.74,0.74,0.74,0.74,0.74,0.74,Pirgacha,Loam,MLL,0.000238,0.17,0.0002,2.48,0.54,0.000461
0.75,0.75,0.75,0.75,0.75,0.75,Pirgacha,Loam,MLL,0.00039,0.09,0.00028,3.17,1.02,0.000317
0.75,0.75,0.75,0.75,0.75,0.75,Pirgacha,Loam,MLL,0.00099,0.11,0.00022,2.02,0.73,0.000129
0.76,0.76,0.76,0.76,0.76,0.76,Pirgacha,Loam,MLL,0.00057,0.12,0.0002,2.86,0.9,0.000185
0.77,0.77,0.77,0.77,0.77,0.77,Pirgacha,Loam,MEL,0.00069,0.13,0.00031,3.4,0.97,0.000241
0.77,0.77,0.77,0.77,0.77,0.77,Pirgacha,Loam,MEL,0.0003,0.13,0.00027,4.91,1.61,0.00026
0.78,0.78,0.78,0.78,0.78,0.78,Pirgacha,Loam,MEL,0.00066,0.11,0.0003,3.37,0.78,0.00063
0.79,0.79,0.79,0.79,0.79,0.79,Pirgacha,Loam,MEL,0.00076,0.12,0.00027,4.44,1.21,0.000229
0.79,0.79,0.79,0.79,0.79,0.79,Pirgacha,Loam,MEL,0.000324,0.13,0.0003,3.15,0.7,0.00065
0.80,0.80,0.80,0.80,0.80,0.80,Pirgacha,Loam,MEL,0.000421,0.6,0.0002,2.96,0.99,0.00113
0.81,0.81,0.81,0.81,0.81,0.81,Pirgacha,Loam,MEL,0.000156,0.27,0.00025,3.3,1.01,0.000328
0.81,0.81,0.81,0.81,0.81,0.81,Pirgacha,Loam,MEL,0.000302,0.21,0.00035,2.1,0.56,0.000279
0.82,0.82,0.82,0.82,0.82,0.82,Pirgacha,Loam,MEL,0.000303,0.27,0.00032,2.83,0.65,0.000111
0.83,0.83,0.83,0.83,0.83,0.83,Pirgacha,Loam,MEL,0.00066,0.09,0.00026,2.13,0.73,0.000115
0.83,0.83,0.83,0.83,0.83,0.83,Pirgacha,Loam,MEL,0.00097,0.14,0.00031,5.46,1.62,0.000159
0.84,0.84,0.84,0.84,0.84,0.84,Pirgacha,Loam,MEL,0.00064,0.13,0.00025,2.37,0.81,0.00094
0.85,0.85,0.85,0.85,0.85,0.85,Pirgacha,Loam,MEL,0.0004,0.09,0.00027,3.11,0.88,0.000179
0.85,0.85,0.85,0.85,0.85,0.85,Pirgacha,Loam,MLL,0.00081,0.29,0.00043,4.89,1.42,0.000463
0.86,0.86,0.86,0.86,0.86,0.86,Pirgacha,Loam,MLL,0.00072,0.2,0.00035,3.08,0.96,0.00027
0.87,0.87,0.87,0.87,0.87,0.87,Pirgacha,Loam,MLL,0.000218,0.12,0.0002,1.55,0.35,0.00051
0.87,0.87,0.87,0.87,0.87,0.87,Pirgacha,Loam,MLL,0.000372,0.24,0.0002,2.023,0.61,0.000106
0.88,0.88,0.88,0.88,0.88,0.88,Pirgacha,Loam,MLL,0.0005,0.2,0.0003,2.5,0.78,0.00091
0.89,0.89,0.89,0.89,0.89,0.89,Pirgacha,Loam,MLL,0.00069,0.19,0.0003,5.48,1.35,0.000553
